,mortality_rate,April,August,December,February,January,July,June,March,May,November,October,September,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Id,North East,North West,Yorkshire and The Humber,East Midlands,West Midlands,East of England,London,South East,South West,O3,PM10,PM25,NO2,T2M
2850,1.3769999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.858,14.315999999999999,6.168898865946216,8.537937144504399,284.134
2851,1.4369999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.026,13.095,6.1705552407855615,8.537931439820845,285.259
2852,1.2930000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.495,17.824,6.169209897391184,8.537935593618332,285.13
2853,1.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.881,19.789,6.1700868773216175,8.53793237758098,285.0
2854,1.2209999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.664,24.449,6.170222039639394,8.537931881366701,282.823
2855,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.351,24.721,6.171421167891173,8.537928013128552,282.514
2856,1.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.816,17.244,6.173171210246168,8.537922663057346,280.805
2857,1.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.001,11.946,6.172843427738728,8.537923971640032,283.7
2858,1.3530000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.07,10.751,6.173511344714226,8.537921738049455,282.661
2859,1.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.388000000000005,12.753,6.178458540986677,8.537906245086553,279.672
2860,1.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.333999999999996,11.120999999999999,6.176276413254799,8.537912544439871,283.903
2861,1.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.143,9.457,6.174028677365916,8.537920625008693,282.737
2862,1.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.788,15.232999999999999,6.169134630595763,8.53793705091979,276.097
2863,1.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.288000000000004,9.594,6.1717217104255,8.53792836203276,280.233
2864,1.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.629,12.082,6.1689175425921405,8.537937786244461,279.786
2865,1.197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.997,17.21,6.167343025766586,8.537942253908549,276.504
2866,1.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.267999999999999,27.373,6.168390433245345,8.537939003323856,275.849
2867,1.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.28,18.942999999999998,6.170250134804098,8.537932242261208,278.83
2868,1.2570000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.663000000000004,10.669,6.172356029838051,8.537926643221025,278.501
2869,1.8319999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.426,6.439,6.171308698170266,8.537929651906694,280.94
2870,1.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.588,8.274,6.167861442507415,8.53794020524737,281.445
2871,1.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.905,8.991,6.170345126954713,8.537932598380149,282.539
2872,1.3769999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.730999999999998,10.68,6.168584349657736,8.537937926117205,281.0
2873,1.2329999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.711999999999996,15.915,6.172248901550051,8.537926859609312,277.31
2874,1.2930000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.316999999999997,14.904000000000002,6.170064345790897,8.537933616734163,277.172
2875,1.3769999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.626999999999995,12.877,6.173244327080348,8.537923717903226,280.43
2876,1.2570000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.238,15.047,6.16758666864114,8.53794126872604,279.58799999999997
2877,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.817,15.665999999999999,6.1657246462269155,8.537946271674148,281.221
2878,1.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.19,9.905,6.1704282429857225,8.537932329464148,282.291
2879,1.581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.609,9.999,6.171850684076099,8.537927874328211,280.42900000000003
2880,1.581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47.855,7.2379999999999995,6.174098977065982,8.537920945089816,283.972
2881,1.2570000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.871,9.042,6.178093984068258,8.537909294507486,281.055
2882,1.365,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.086999999999996,9.692,6.177836077807363,8.537910019254754,282.672
2883,1.5330000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.183,7.82,6.174060050867668,8.537921564960207,280.64799999999997
2884,1.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.544000000000004,9.691,6.171715297631369,8.537928006264595,282.512
2885,1.209,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.762,10.41,6.176021883312015,8.537915953387218,284.36400000000003
2886,1.569,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.985,7.188,6.175377583577146,8.53791710955547,285.496
2887,1.425,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54.251999999999995,8.376,6.176406308026343,8.53791519193324,281.268
2888,1.676,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.038000000000004,9.372,6.175462889842392,8.537917499671783,280.436
2889,1.413,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.354,11.745,6.176018741405395,8.537916008190304,280.317
2890,1.365,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.301,9.788,6.171970249101449,8.537928330011777,278.83099999999996
2891,1.305,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.209000000000001,17.139,6.166111327314858,8.537945170616021,274.851
2892,1.425,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.688,26.261999999999997,6.166597054259758,8.537943228298479,274.375
2893,1.473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.119,25.424,6.166985867649413,8.53794143880605,275.485
2894,1.521,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.666,24.35,5.762290517316235,8.53794657066106,275.77
2895,1.557,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.692,17.613,6.167009175672675,8.5379421149199,275.378
2896,1.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.737,18.284000000000002,6.1675670351472585,8.537941046586795,274.033
2897,1.473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.766,20.805,6.1682327884786226,8.537938271174736,274.97
2898,1.329,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.229,24.694000000000003,6.166699221613018,8.537942300202037,274.786
2899,1.7719999999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.749,30.276999999999997,6.166698638015653,8.537942185510087,275.31
2900,1.521,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.023,33.727,6.167319454522594,8.537940560823076,273.85400000000004
2901,1.82,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.6080000000000005,30.969,6.166406290648015,8.537942496523062,275.243
2902,1.9040000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.367,25.346999999999998,6.1668672439055925,8.537941898747281,276.101
2903,1.6280000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.710999999999999,20.09,6.165833716940385,8.537945319141864,276.181
2904,1.569,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.618,22.89,6.173760063723052,8.537922853756363,279.927
2905,1.5930000000000002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.92,12.481,6.17098433781094,8.53793094632456,280.32599999999996
2906,1.5930000000000002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.748,13.032,6.169930086046012,8.537933742170187,278.96
2907,1.7719999999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43.683,12.145,6.173705708231886,8.537923096699462,283.199
2908,1.7719999999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47.407,9.488999999999999,6.1743694432180085,8.537922212105228,282.888
2909,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47.702,9.083,6.17473315304995,8.53792134130145,279.93
2910,1.76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.305,11.046,6.167088788033548,8.537942032037462,277.92
2911,1.6640000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.277999999999999,15.924000000000001,6.164696267834691,8.537947765987639,278.968
2912,2.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.095,9.895,6.175804774965884,8.537918467173352,281.53700000000003
2913,1.547,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.994,6.517,6.1751369003178365,8.537919882975478,283.757
2914,1.876,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.055,8.932,6.176243775232594,8.537917825558305,281.972
2915,1.837,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.788000000000004,7.221,6.173579670747195,8.537924557823388,283.407
2916,1.547,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.038000000000004,5.574,6.172499801724402,8.537927634416283,281.67900000000003
2917,1.7990000000000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.388000000000005,5.4239999999999995,6.177779730528035,8.537914449501896,283.431
2918,1.857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.403999999999996,6.186,6.176608015807267,8.537917246643355,283.438
2919,1.915,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.102,7.3629999999999995,6.177585994658835,8.537914567771377,284.95799999999997
2920,1.818,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.056999999999995,4.7989999999999995,6.175406326937133,8.537920837509663,281.603
2921,1.663,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.82,9.198,6.177774546523165,8.537914201691324,283.785
2922,1.5859999999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.403999999999996,8.062000000000001,6.177026287987904,8.537916366471379,283.79200000000003
2923,1.334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.405,4.993,6.177086433617849,8.537916015537002,283.473
2924,1.4509999999999998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.431000000000004,6.641,6.173200853837351,8.53792610986765,281.142
2925,1.567,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.93,10.481,6.17512778037502,8.537920630160535,282.59
2926,1.354,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.657,11.67,6.174753929963003,8.537921284750212,283.909
2927,2.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.636,7.647,6.17735915628359,8.53791612503663,281.705
2928,1.683,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,58.722,8.982999999999999,6.178078265420183,8.537914135743355,284.474
2929,1.663,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.123000000000005,7.282,6.176728603165795,8.537916959191787,284.58
2930,1.567,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.068000000000005,8.04,6.175734304022327,8.53792061233781,282.415
2931,1.431,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52.62,5.627999999999999,6.175753501825787,8.53792077152764,279.62
2932,1.567,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.405,6.145,6.171283717488679,8.537931807430411,277.493
2933,1.663,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.107,8.366,6.170898399083698,8.537932022161039,274.972
2934,1.857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.902,6.843,6.171662708203657,8.537931099267077,277.086
2935,1.5859999999999999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.263,12.612,6.168580542092317,8.537937384693993,275.156
2936,1.818,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.675,8.443,6.170979764206765,8.537931714322548,278.439
2937,1.876,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.687,6.989,6.171420745059734,8.5379308445995,280.76099999999997
